IOC_sort,2019#,ADU,Rank,Scientific Name,Common Name,Status Birdlife,2019 IUCN Red List category,AM,AMR,E,EX,HIST,IO,MM,N,NR,NRR,OM,PM,PMR,RAR,RS,SO,VIO,VM,VN,VO,VP,VSO,VSA,Order,Family,Clements--Sort,Clements--code,Clements--Scientific Name,Clements--Common Name,Clements--Family,H&M--Scientific Name,H&M--Common Name,H&M--sort_key,HBW-BL--Scientific Name,HBW-BL--Common Name,HBW-BL--Note,HBW-BL--SISRecID,IOC--Code,IOC--Note,96#,2009#,IOC--Breeding Range,IOC--Nonbreeding Range,Clements--range,H&M--range,Note 2019,Note 2009
894,39,1222,Species,Pternistis castaneicollis,Chestnut-naped Spurfowl,,Least Concern,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,galliformes, Phasianidae,1280,chnfra1,Pternistis castaneicollis,Chestnut-naped Francolin,"Grouse, Quail, and Allies",Pternistis castaneicollis,Chestnut-naped Francolin,013-004-011-021,Pternistis castaneicollis,Chestnut-naped Francolin,"Pternistis castaneicollis and P. atrifrons (del Hoyo and Collar 2014) were previously placed in the genus Francolinus and lumped as F. castaneicollis following Sibley and Monroe (1990, 1993).",22728231,"SSP, ENG",Treat as monotypic. Includes ogoensis and kaffanus.  Mandiwana-Neudani et al. 2019. Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. 2019.,198,16,AF : sw to ne Ethiopia and n Somalia,,Mountains of ne Ethiopia and Somalia to Kenya border,,"Race recorded in Kenya is atrifrons. Should atrifrons be fully accepted as a separate species, English name will become Black-fronted Francolin",
895,,,Species,Pternistis atrifrons,Black-fronted Spurfowl,,Endangered,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1281,chnfra3,Pternistis atrifrons,Black-fronted Francolin,"Grouse, Quail, and Allies",,,,Pternistis atrifrons,Black-fronted Francolin,"Pternistis castaneicollis and P. atrifrons (del Hoyo and Collar 2014) were previously placed in the genus Francolinus and lumped as F. castaneicollis following Sibley and Monroe (1990, 1993).",22728235,"AS, ENG",Black-fronted Francolin is split from Chestnut-naped Francolin P. castaneicollis (Tˆpfer et al. 2014). Treated as subspecies by Mandiwana-Newdani et al (2019) absent DNA metrics. Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. 2019.,,,AF : s Ethiopia,,S Ethiopia and extreme n Kenya,,,
896,38,1234,Species,Pternistis jacksoni,Jackson's Spurfowl,Endemic,Least Concern,,,TRUE,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1295,jacfra2,Pternistis jacksoni,Jackson's Francolin,"Grouse, Quail, and Allies",Pternistis jacksoni,Jackson's Francolin,013-004-011-017,Pternistis jacksoni,Jackson's Francolin,Pternistis jacksoni (del Hoyo and Collar 2014) was previously placed in the genus Francolinus.,22678887,ENG,Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. 2019.,196,15,"AF : w, c Kenya",,Montane forests of w and central Kenya,Mountains of WC Kenya,,
897,34,1246,Species,Pternistis squamatus,Scaly Spurfowl,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1290,scafra2,Pternistis squamatus,Scaly Francolin,"Grouse, Quail, and Allies",Pternistis squamatus,Scaly Francolin,013-004-011-011,Pternistis squamatus,Scaly Francolin,Pternistis squamatus (del Hoyo and Collar 2014) was previously placed in the genus Francolinus.,22678839,ENG,Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. 2019.,195,13,"AF : se Nigeria to n, e DR Congo, Gabon and Congo Republic, e DR Congo to Uganda, s Kenya, Tanzania, n Malawi and c Ethiopia",,Equatorial Africa from s-c Nigeria to s Ethiopia and Malawi,,,
898,,,Subspecies,Pternistis squamatus squamatus,Scaly Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1290.1,,Pternistis squamatus squamatus,,"Grouse, Quail, and Allies",Pternistis squamatus squamatus,Scaly Francolin,013-004-011-011-001,,,,,,,,,"se Nigeria to n, e DR Congo, Gabon and Congo Republic ",,central and southeastern Nigeria east to southwestern and northern Democratic Republic of the Congo,"SE Nigeria to N, C and W DR Congo",,
899,,,Subspecies,Pternistis squamatus schuetti,Scaly Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1290.2,,Pternistis squamatus schuetti,,"Grouse, Quail, and Allies",Pternistis squamatus schuetti,Scaly Francolin,013-004-011-011-002,,,,,"SSP, PS","Schuett's Spurfowl, P. schuetti (including maranensis) recognized as a full species by Mandiwana-Neudani et al. is treated here as a potential split pending further examination.Tentatively includes usambarae, uzungwensis and doni. Mandiwana-Neudani et al. 2019.",,,"e DR Congo to Uganda, c, sw Kenya, and c Ethiopia. Also ne, se Tanzania and n Malawi (Vipya Plateau).",,"southern South Sudan and western Ethiopia south to eastern Democratic Republic of the Congo, Uganda, western and central Kenya and Tanzania, and central Malawi","E DR Congo, S South Sudan, W Ethiopia, Uganda, W and C Kenya",,
900,,,Subspecies,Pternistis squamatus maranensis,Scaly Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1290.3,,Pternistis squamatus maranensis,,"Grouse, Quail, and Allies",Pternistis squamatus maranensis,Scaly Francolin,013-004-011-011-003,,,,,,,,,"se Kenya, ne Tanzania",,southeastern Kenya and northeastern Tanzania,S and SE Kenya to N Tanzania,,
903,35,954,Species,Pternistis hildebrandti,Hildebrandt's Spurfowl,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1294,hilfra2,Pternistis hildebrandti,Hildebrandt's Francolin,"Grouse, Quail, and Allies",Pternistis hildebrandti,Hildebrandt's Francolin,013-004-011-009,Pternistis hildebrandti,Hildebrandt's Francolin,Pternistis hildebrandti (del Hoyo and Collar 2014) was previously placed in the genus Francolinus.,22678827,ENG,Change from Francolin to Spurfowl follows Mandiwana-Neudani et al. 2019.,194,14,"AF : e, se",,"Kenya to Tanzania, southeastern Democratic Republic of the Congo, northeastern Zambia, and southern Malawi",,,
904,,,Subspecies,Pternistis hildebrandti hildebrandti,Hildebrandt's Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Pternistis hildebrandti hildebrandti,Hildebrandt's Francolin,013-004-011-009-002,,,,,SSP,Includes altumi and fischeri. Mandiwana-Neudani et al. 2019.,,,"Kenya, n and w Tanzania, se DR Congo, ne Zambia",,,"E and C Kenya, N and W Tanzania, SE DR Congo, NE Zambia",,
905,,,Subspecies,Pternistis hildebrandti johnstoni,Hildebrandt's Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Pternistis hildebrandti johnstoni,Hildebrandt's Francolin,013-004-011-009-003,,,,,,,,,"se Tanzania, n Mozambique, Malawi",,,"SE Tanzania, N Mozambique, Malawi",,
918,37,1236,Species,Pternistis leucoscepus,Yellow-necked Spurfowl,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1302,yenspu1,Pternistis leucoscepus,Yellow-necked Francolin,"Grouse, Quail, and Allies",Pternistis leucoscepus,Yellow-necked Spurfowl,013-004-011-013,Pternistis leucoscepus,Yellow-necked Francolin,Pternistis leucoscepus (del Hoyo and Collar 2014) was previously placed in the genus Francolinus.,22678847,,,199,18,"AF : Eritrea and e South Sudan to Somalia, Kenya and ne Tanzania",,"Eritrea, Ethiopia, Djibouti, Somalia, southeastern South Sudan, northeastern Uganda, Kenya, and north central Tanzania","E South Sudan, S and E Ethiopia, Eritrea, Somalia and Kenya to NE Tanzania",,
919,,,Subspecies,Pternistis leucoscepus leucoscepus,Yellow-necked Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,,,,,,,,,,,,Eritrea and adjacent n Ethiopia,,,,,
920,,,Subspecies,Pternistis leucoscepus infuscatus,Yellow-necked Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,,,,,,,,SSP, Mandiwana-Neudani et al. 2019.,,,"n Somalia and Djibouti south through Ethiopia, e South Sudan, s Somalia, ne Uganda, Kenya and nc Tanzania",,,,,
923,36,188,Species,Pternistis afer,Red-necked Spurfowl,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1304,renfra1,Pternistis afer,Red-necked Francolin,"Grouse, Quail, and Allies",Pternistis afer,Red-necked Spurfowl,013-004-011-015,Pternistis afer,Red-necked Francolin,Pternistis afer (del Hoyo and Collar 2014) was previously placed in the genus Francolinus.,22678855,,,201,17,"AF : c, e, se",,,,,
924,,,Subspecies,Pternistis afer cranchii,Red-necked Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1306,,Pternistis afer cranchii,,"Grouse, Quail, and Allies",Pternistis afer cranchii,Red-necked Spurfowl,013-004-011-015-002,,,,,"PS, SSP","Spilt from Red-necked Spurfowl by Mandiwana-Neudani et al. 2019. as Cranch's Spurfowl, but here treated as a potential split pending further examination.  Includes harterti. Mandiwana-Neudani et al. 2019.",,,"n Gabon and s Congo Republic though s, e DR Congo to c Angola and w Zambia to c Tanzania, w Kenya and Uganda",,"W Congo to e Uganda and w Kenya, south to ne Zambia","S DR Congo and N and C Angola to Uganda, W Kenya, W and C Tanzania, N Malawi, N and W Zambia",,
925,,,Subspecies,Pternistis afer afer,Red-necked Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1312,renfra4,Pternistis afer afer,Red-necked Francolin (Benguela),"Grouse, Quail, and Allies",Pternistis afer afer,Red-necked Spurfowl,013-004-011-015-006,,,,,,,,,"w Angola, nw Namibia",,W Angola and extreme nw Namibia,"W Angola, NW Namibia",,
926,,,Subspecies,Pternistis afer castaneiventer,Red-necked Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1313,renfra5,Pternistis afer castaneiventer,Red-necked Francolin (Southern),"Grouse, Quail, and Allies",Pternistis afer castaneiventer,Red-necked Spurfowl,013-004-011-015-008,,,,,,,,,s and e South Africa,,South Africa (s and e Cape Province),E and S South Africa (Mpumalanga to Eastern Cape and SE Western Cape),,
927,,,Subspecies,Pternistis afer humboldtii,Red-necked Spurfowl,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,,,,,,,,SSP,"Includes leucoparaeus, melanogaster and swynnertoni. Mandiwana-Neudani et al. 2019.",,,"se Kenya and n, e Tanzania to Mozambique, ne Zambia and e Zimbabwe",,,,,
955,31,189,Species,Coturnix coturnix,Common Quail,,Least Concern,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,galliformes, Phasianidae,1198,comqua1,Coturnix coturnix,Common Quail,"Grouse, Quail, and Allies",Coturnix coturnix,Common Quail,013-004-002-001,Coturnix coturnix,Common Quail,,22678944,,,178,19,"AF, IO, EU : Europe and c Asia","AF, India",Widespread Palearctic region; e and s Africa,,,
956,,,Subspecies,Coturnix coturnix coturnix,Common Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Coturnix coturnix coturnix,Common Quail,013-004-002-001-001,,,,,,,,,Europe and nw Africa to Mongolia and n India,"Africa, c and s India",,"Canary Is., Madeira, NW Africa; Europe east to Lena basin, Mongolia and N India >> Africa, C and S India",,
957,,,Subspecies,Coturnix coturnix conturbans,Common Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Coturnix coturnix conturbans,Common Quail,013-004-002-001-002,,,,,,,,,Azores,,,Azores,,
958,,,Subspecies,Coturnix coturnix inopinata,Common Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Coturnix coturnix inopinata,Common Quail,013-004-002-001-003,,,,,,,,,Cape Verde Is.,,,Cape Verde Is.,,
959,,,Subspecies,Coturnix coturnix africana,Common Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Coturnix coturnix africana,Common Quail,013-004-002-001-004,,,,,,,,,"sub-Saharan Africa,  Mauritius, Comoros Is., Madagascar",,,"South Africa >> S Angola; Comoros, Madagascar",,
960,,,Subspecies,Coturnix coturnix erlangeri,Common Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,,,,,,Coturnix coturnix erlangeri,Common Quail,013-004-002-001-005,,,,,,,,,e and ne Africa,,,Ethiopia to Zimbabwe,,
963,32,190,Species,Coturnix delegorguei,Harlequin Quail,,Least Concern,,TRUE,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1199,harqua1,Coturnix delegorguei,Harlequin Quail,"Grouse, Quail, and Allies",Coturnix delegorguei,Harlequin Quail,013-004-002-004,Coturnix delegorguei,Harlequin Quail,,22678961,,,180,20,AF : widespread,,,,,
964,,,Subspecies,Coturnix delegorguei delegorguei,Harlequin Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1200,,Coturnix delegorguei delegorguei,,"Grouse, Quail, and Allies",Coturnix delegorguei delegorguei,Harlequin Quail,013-004-002-004-001,,,,,,,,,"Africa south of the Sahara, Madagascar",,Grasslands of Africa south of the Sahara and Madagascar,"Liberia and Ivory Coast to Ethiopia, south to N Namibia and N South Africa (North West Province and Free State)",,
965,,,Subspecies,Coturnix delegorguei histrionica,Harlequin Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1201,,Coturnix delegorguei histrionica,,"Grouse, Quail, and Allies",Coturnix delegorguei histrionica,Harlequin Quail,013-004-002-004-002,,,,,,,,,S„o TomÈ,,S„o TomÈ (Gulf of Guinea),S„o TomÈ,,
966,,,Subspecies,Coturnix delegorguei arabica,Harlequin Quail,,,,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1202,,Coturnix delegorguei arabica,,"Grouse, Quail, and Allies",Coturnix delegorguei arabica,Harlequin Quail,013-004-002-004-003,,,,,,,,,s Arabia,,Known from some old specimens from sw Arabia,SW Saudi Arabia and W Yemen,,
987,33,191,Species,Excalfactoria adansonii,Blue Quail,,Least Concern,TRUE,,,,,,,,,,,,,,,,,,,,,,,galliformes, Phasianidae,1194,bluqua1,Synoicus adansonii,Blue Quail,"Grouse, Quail, and Allies",Synoicus adansonii,Blue Quail,013-004-003-003,Synoicus adansonii,African Blue Quail,"Synoicus chinensis and S. adansonii (del Hoyo and Collar 2014) were previously placed in the genus Coturnix and lumped as C. chinensis following Dowsett and Forbes-Watson (1993) and a review by the BirdLife Taxonomic Working Group, and before then were split as C. chinensis and C. adansonii following Sibley and Monroe (1990, 1993).",22678971,,,179,21,AF : widespread south of the Sahara,,Wet grasslands of Africa south of the Sahara,"Sierra Leone to Uganda and S Kenya, south to Angola, Zimbabwe, E South Africa",Formerly Blue Quail,
1286,3,100,Species,Dendrocygna viduata,White-faced Whistling Duck,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,218,wfwduc1,Dendrocygna viduata,White-faced Whistling-Duck,Waterfowl,Dendrocygna viduata,White-faced Whistling Duck,008-001-001-001,Dendrocygna viduata,White-faced Whistling-duck,,22679763,,,71,22,"AF, SA : widespread",,"Costa Rica to Brazil; Africa, Madagascar and Comoro Islands","Costa Rica and Trinidad to N Argentina and Uruguay; sub-Saharan Africa, Comoros, Madagascar",,"In the 1996 list, Struthio (camelus) molybdophanes, English name the Somali Ostrich, was treated as a separate species (Freitag & Robinson 1993), necessitating the qualifier ëCommoní for the species containing the other two races (nominate camelus and massaicus); with the lumping in the present list no qualifier is required"
1292,4,101,Species,Dendrocygna bicolor,Fulvous Whistling Duck,,Least Concern,,,,,,,,TRUE,,,,,,,,,,,,,,,,anseriformes, Anatidae,225,fuwduc,Dendrocygna bicolor,Fulvous Whistling-Duck,Waterfowl,Dendrocygna bicolor,Fulvous Whistling Duck,008-001-001-005,Dendrocygna bicolor,Fulvous Whistling-duck,,22679746,,,70,23,"NA, MA, SA, AF, OR : widespread",,"S US to Argentina; e Africa, Madagascar and s Asia","S USA to C South America; sub-Saharan Africa, Madagascar; S Asia, Myanmar, S Vietnam",,
1300,5,104,Species,Thalassornis leuconotus,White-backed Duck,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,235,whbduc1,Thalassornis leuconotus,White-backed Duck,Waterfowl,Thalassornis leuconotus,White-backed Duck,008-011-001-001,Thalassornis leuconotus,White-backed Duck,,22679785,,,72,24,AF : widespread,,,,,
1301,,,Subspecies,Thalassornis leuconotus leuconotus,White-backed Duck,,,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,236,,Thalassornis leuconotus leuconotus,,Waterfowl,Thalassornis leuconotus leuconotus,White-backed Duck,008-011-001-001-001,,,,,,,,,e Cameroon to s Ethiopia and South Africa,,Locally in Africa south of the Sahara,"N Benin, E Cameroon to S Ethiopia and south to S South Africa",,
1302,,,Subspecies,Thalassornis leuconotus insularis,White-backed Duck,,,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,237,,Thalassornis leuconotus insularis,,Waterfowl,Thalassornis leuconotus insularis,White-backed Duck,008-011-001-001-002,,,,,,,,,Madagascar,,Locally in aquatic lowlands of Madagascar,Madagascar,,
1383,8,88,Species,Plectropterus gambensis,Spur-winged Goose,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,375,spwgoo1,Plectropterus gambensis,Spur-winged Goose,Waterfowl,Plectropterus gambensis,Spur-winged Goose,008-011-004-001,Plectropterus gambensis,Spur-winged Goose,,22680057,,,73,25,AF : widespread,,,,,
1384,,,Subspecies,Plectropterus gambensis gambensis,Spur-winged Goose,,,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,376,spwgoo2,Plectropterus gambensis gambensis,Spur-winged Goose (Northern),Waterfowl,Plectropterus gambensis gambensis,Spur-winged Goose,008-011-004-001-001,,,,,,,,,Gambia to Ethiopia south to Angola and Mozambique,,"Gambia east to Ethiopia, south to Angola and the Zambezi River","Senegal to Sudan, south to C and E Africa",,
1385,,,Subspecies,Plectropterus gambensis niger,Spur-winged Goose,,,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,377,spwgoo3,Plectropterus gambensis niger,Spur-winged Goose (Southern),Waterfowl,Plectropterus gambensis niger,Spur-winged Goose,008-011-004-001-002,,,,,,,,,Namibia and Zimbabwe through South Africa,,Namibia and Zimbabwe to Cape Province,Southern Africa,,
1388,9,91,Species,Sarkidiornis melanotos,Knob-billed Duck,,Least Concern,,TRUE,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,346,comduc2,Sarkidiornis melanotos,Knob-billed Duck,Waterfowl,Sarkidiornis melanotos,Comb Duck,008-011-008-001,Sarkidiornis melanotos,African Comb Duck,"Sarkidiornis melanotos and S. sylvicola (del Hoyo and Collar 2014) were previously lumped as S. melanotos following Sibley and Monroe (1990, 1993), and prior to that had been split as S. melanotos and S. sylvicola in Collar and Andrew (1988),",45953631,,,76,26,"AF, OR : Africa south of the Sahara, s and se Asia",,Tropical Africa and Madagascar; India to s China,Sub-Saharan Africa; Pakistan to SE China S to Sri Lanka and Indochina; N South America,,
1392,7,89,Species,Alopochen aegyptiaca,Egyptian Goose,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,365,egygoo,Alopochen aegyptiaca,Egyptian Goose,Waterfowl,Alopochen aegyptiaca,Egyptian Goose,008-008-004-001,Alopochen aegyptiaca,Egyptian Goose,,22679993,,,74,27,AF : s Mauritania to s Egypt and Ethiopia south to South Africa,,Africa south of the Sahara and Nile Valley,"S Mauritania to S Egypt and Ethiopia, south to South Africa",,Was Alopochen aegyptiacus in the 1996 list; gender change follows David & Gosselin (2002b)
1413,,1340,Species,Tadorna ferruginea,Ruddy Shelduck,Rare/Accidental,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,368,rudshe,Tadorna ferruginea,Ruddy Shelduck,Waterfowl,Tadorna ferruginea,Ruddy Shelduck,008-008-005-003,Tadorna ferruginea,Ruddy Shelduck,,22680003,,,,,"EU : s Europe to c Asia, nw Africa and Ethiopia","n AF, OR",S Mediterranean basin to e Asia,"NW Africa and Ethiopia; S Europe, SW and C Asia >> S Europe, N Africa, SW, S and E Asia, Myanmar ",,
1434,10,92,Species,Nettapus auritus,African Pygmy Goose,,Least Concern,,,,,,,,,,,,,,,,,,,,,,,,anseriformes, Anatidae,395,afrpyg1,Nettapus auritus,African Pygmy-Goose,Waterfowl,Nettapus auritus,African Pygmy Goose,008-011-012-001,Nettapus auritus,African Pygmy-goose,,22680095,,,77,28,AF : south of the Sahara,,Africa south of the Sahara (except sw Africa) and Madagascar,Senegal to Ethiopia south to South Africa; Madagascar,,
1454,16,885,Species,Spatula querquedula,Garganey,,Least Concern,,,,,,,,,,,,TRUE,,,,,,,,,,,,anseriformes, Anatidae,416,gargan,Spatula querquedula,Garganey,Waterfowl,Spatula querquedula,Garganey,008-010-005-001,Spatula querquedula,Garganey,Spatula querquedula (del Hoyo and Collar 2014) was previously placed in the genus Anas.,22680313,,,84,38,EU : w Europe to Japan,"w, c AF, OR",Palearctic; winters to s Africa and Australasian region,"W Europe to Japan >> Africa, SW and S Asia, S China, SE Asia, New Guinea, N Australia, central Pacific Ocean",,
